,message,label
448400,trying to figure out which of the several projects I'm working on is worth fighting for....Maybe tomorrow. ,0
448591,@JamFactory Gav its amazing. Just wait for the dance routine ,0
448655, Love you guys! I'm going to work in a few. Know why I'm so happy? Cause I get to sleep tonight!,0
448732,"@flirtbuttons Mountain Dew, but Coke would be preferable! ",0
448815,"@Eric__Owens Thanks Eric!!!  You rock, bro.  Er...  son.  ",0
448905,"@xwidep that's exactly what I had for dinner, except I had an onion bhaji with it too  nom!",0
449040,@everlastinglamp ...and you even got your background fixed! Good for you. ,0
449188,@barbd00 I would love some strawberries  (and if you have any too smooshy for people the turtles could help. lol),0
449404,@mintconspiracy That's cute!! I recently got a pack of wildflower seeds from them that said Go Sew! ,0
449449,"@JudgeJadams Good (that' you'll be there, not that Sammy will be in Thayer... Ha!)...  Don't guess you'd mind a house guest, would you?  ",0
449730,@mazvita @beelku @tamolam come on ... you have to admit ... its a little bit funny ,0
449823,@Fixeche are you away from Cardiff at the moment? You're missing the good weather ,0
450004,@codywatkins you might be the only guy I know that has seen the entire series of the OC and is workin on a second time. FIND A NEW SHOW ,0
450065,@theisb thanks chris I seriously need a laugh today man ,0
450285,And congratz to you Miley for your video music award! ,0
450350,My therapist said many of my Oz photos -- shown to him today -- were of professional quality.  Felt good ,0
450364,@DPrince2124 i Like Tons and tons of things ,0
450427,Big day for @SES_Toronto - big big day... All of a sudden the massive Chicago delay doesn't hurt as much ,0
450468,first time all year i came home and did all my homework. i'm kinda proud of myself ,0
450777,I feel the need for some open road freedom. Going to hop on the scooter &amp; get some air. Later y'all ,0
450939,@brunoshine it's a secret ,0
451013,@EqualRoots Me too You!   ,0
451187,"to all my twistedtwitter friends, I'm moving this week, will be posting more next week ... I know, I know, how can you live without me ",0
451222,OMG! It's OFFICIAL!!!!! ,0
451224,@flipflops I hope they don't. We want your money in Jackson. ,0
451288,Victoria secret is the most amaaaziiinngg store on the planet ,0
451468,I think the abbreviation for 2010 -&gt; e.g. 1.6.10 ... looks weird  Am I the only one who thinks like that?!,0
451491,@amandabynes  hey how are u? kisses from argentina ,0
451620,@ebassman my future baby daddy ,0
451758,@ijustine #gimmefailwhale  pretty please with cherries on top,0
451898,can someone help me get to 100 follwes please????? only 4 more to go ,0
451937,@valkyrierisen thanks ,0
452392,I know your fav long song and how like it on REPEAT ,0
452724,"is a perfectionist and has been still working here and there on her #Debian layouts, but now it's time for /dev/shower &amp; /dev/cup/tea. ",0
452795,@MissNatalieLynn Thanks! I'm almost done! Ahhh cannot wait ,0
452839,Hanging out with Melissa tonight...who knows ? ,0
452897,It's JUNE! Which means my Calendar is no longer on March. It'll be June until about November. ,0
452919,"@meiko911 HAHAHAHAHAA...I love your sense of humor! you are amazing, btw ",0
452964,loving math ,0
452974,"@sarazarr GREAT! I didn't make out with you, but we did snuggle at Geek party! ",0
453373,@laurenlarsen I'm excited we're gonna be working together! Win-win for both of us! ,0
453560,@ThePUSSITANT1 only if they are sad human beings. I ADMIRE in others what I lack myself and try to emulate them or get them on team ,0
453574,@RoQqishNerD24 haha thanks and i owe it all 2 her ,0
453756,The Floater has been downgraded @madridchanges to ~ The Soggy TwatSock  So sayeth mine husband...,0
453804,At the gym...gettin my workout on ,0
453967,@theroser  yeah ,0
454214,@sbdoll *big huggles* ty so much for the donation  xxx,0
454302,@theDebbyRyan im watching Maddie on Deck right now  suite life on deck yo,0
454602,On my way to work YAY! Love my job!  ,0
454635,"Man, aren't I just a bottle of sunshine today?! Going to try and stop complaining now. ",0
454796,I'm in the mood for a Love Game ,0
454835,tired of to bed now! peace tweets  x,0
454903,http://bit.ly/19HHwZ   haha ain't that cool ,0
454924,@RuiSeabra So any product that's not free is automatically &quot;fail?&quot; Remind me not to write software for a living. ,0
455010,@mercy666 We will throw confetti and popcorn at her tomorrow as she lives to see another year go by ,0
455023,packing for Europe...  stoked...,0
455081,@Vanessajonas123 ahhh..now i wanna hear that song.downloading ,0
455406,business emails and phone calls  http://tumblr.com/xac1xcl07,0
455614,"@unforgrettable Nah, I can take them, but I would soooo welcome a visit from you sweetums ",0
455652,MTV movie awards  its cool  :L LOVE the  weather  great day 2day  water fight 2mrw ,0
455795,"i want ppl i know to follow me, instead of random strangers who i just block, no stalkers aloud!! ",0
455934,Dodgeball: thespians got best costumes ,0
455948,@5windows Play your cards right and you can be @SunsBunny LOL Ummm anyway you look like an innocent angel but somehow I doubt it  xoxo,0
456045,@archiehamilton that's ok - Zeb copes well with bossy women... in English or Chinese  ,0
456195,"I started my training for a 5K today, and I'm pretty sure I burnt more calories than I consumed today. But I feel great ",0
456260,@michaeltherrien I'm IMing you ,0
456281,Good Morning sunshine... ,0
456378,@msunurse08 I'm new to twitter!  this is courtney walker by the way  I can't upload a photo!,0
456511,looooooooong day at work .. glad I have my 4th Twilight book ,0
456583,My 6 year old just asked me why her teacher is &quot;Following&quot; me on MySpacebook.  LOL,0
456887,"$25 mani-pedi @ denovo - only for today, offer good for one year.  enjoy, ladies! http://tinyurl.com/kjdhgn",0
456900,@gregzimmerman @PerryNunley  thank you!!!!!!  #hhrs,0
456958,"@pameladetlor I kind of want one, but I have no idea what I'd get, and I have a strong no-pain policy about life. ",0
456973,@Adgeee13 lauren momberger!  she loves harry! ,0
457003,@stefanbsp BRITNEY RELATED PLEASE CHECK THIS PIC AND COMMENT   http://twitpic.com/6fl6k ME IN A MAGAZINE OF MY CITY,0
457159,@JayneeLu Good one I will have my hubby bring me an iced apple chai tea! TY Jaynee ,0
457368,Are there any good guys left? ,0
457374,"@Mr_Aguilera &quot;Hey Tranny?, its Tranny! Its a HOT TRANNY MESS in here! Silver Tranny Feroshia!&quot; LOL Member? ",0
457445,got the belly button peircedddd hehe ,0
457480,its almost dinner time!!!! ,0
457549,@kcbegreen Cobra Starship's new album. Coming out in August. ,0
457694,"FUCK YES, the new AM album will be released 24th of August. The tracklisting is out and I already have 4/10 tunes! Wooopeeeee ",0
457711,"@ericdot mine was 44GB, you broke my record ",0
457733,I'm watching the last episode of the hills season 5!! I won't fall asleep for sure ,0
457763,"@iveeanne hey, I'm crazy about him but I'm just real, that's life! but it thrills me, and if it's not , well that's ok too. ",0
457901,"Good row and lift then drafted behind a VW Bug, classy evening ",0
457939,Sittin outside Tomatinos enjoying this beautiful evening ,0
457948,asks anybody here who have FaceBook?  Add nyo ako. PLEASE.  http://plurk.com/p/xqhri,0
457970,Yay for oodles of rain. ,0
458011,"free draw, lit easily, puffing away ",0
458085,whoa whoa whoa listening to Miyavi's new song SuperHero for about the 9th time today! -swoons- that's one amazing Japanese boy ,0
458160,@DawnRichard -- ma buddi boi @JusJey is dying over here! Lol. PLEASE say hi! He &amp; I would smile about it! ,0
458296,"funny to already see referrals from &quot;Bing&quot; in the logs. and no, they're not all MSFT peeps ",0
458326,@princewonder lol SoAfrican wines aye?  haha i'll see about making that happen lol ,0
458352,evening; hope every one enjoying the swing after work ;) got home my roomie served me super great dinner - feeling much better ,0
458383,@z3v0 you'll find cooking is hugely therapeutic. think of it that way ,0
458641,@LisaSladden  JD's on nights tonight so I'm Twittering all by myself  Am reseaching the link between creatine and thyroid.,0
458794,is planning stuff for this week... ,0
458846,"@webrodeo glad you liked the teleseminar! Yep, you'd be amazed what my dog can do even with those little short legs.  Best,",0
458941,Visiting christina at starbucks! Those are all natalie's drinks  jussss keeddeerr  http://mypict.me/2jUI,0
459159,is now officialy 18!! ,0
459298,&quot;Ain't no sunshine when she's gone...&quot; I'd say that's a great song to have stuck in your head ,0
459334,"gahhh FINALLY FINISH MY LAB &amp; ESSAY  2 down, 2 more to go.. for some day later that's NOT today. i've had enough for one day  goodnight!",0
459443,I heart #dmb and fuse tv! ,0
459652,@Huayruro whatever you said just sounds so much better they way you said it!! ,0
459654,@thebeatfreaks thank you so much for coming to hawaii. have fun in guam ,0
459826,"He's the prince of peace,mighty God,http://bit.ly/2ooWS little surprise scat in there ",0
459930,@TrayC_B I have a way ,0
459991,@thelemic I'm so excited to see your art! Next to Si's mix. You guys will own all ,0
460353,#sunnyside I'm a halifax mermaid... isn't that sunny? ,0
460491,I wear zee cargo today. Supa coo ,0
460544,Waiting for oldest to go to bed so I can have a scoop (or two) of ice cream in peace. ,0
460609,@Rgonzalez40... hell's ya! i'm all up for that! I've been told i need to be a little more adventurous! haha ,0
460677,"Got blisters from walking to the library. She was really stressed, but I tired to help ",0
461051,@mcswinn Yes I would be honered to host ur bday  What do I have to do.,0
461058,"@Timberwolf123 yes, I'm srry 2, Rae went down late! Hugs to u and Heidi! Nite! ",0
461305,@DeandraMaria &lt;----thats my big sis!!     Add her!!,0
461315,explaining Burning Man to my son William (12). he's watching the 'Malcolm in the middle - Burning Man' episode ,0
461387,drawing pictures from the outside of the page to the inside.. didn't realize how much i missed colored pencils ,0
461439,Note to self: do english essay and pay attention in class ,0
461639,so when i said today got way better..it just got THAT MUCH better. yay RAIN  too bad PT wasn't in the rain though.,0
461645,@jenenclark I find I enjoy life more when I know what I am doing! ,0
461725,In the theater to watch Up! ,0
462030,"Haha not yet, but i can come on aim and multitask ",0
462070,@klovesNkotb ohhh ok i was just wonder lol wasn't sure who was going ,0
462181,Good morning twitter!!! ,0
462314,@hulagirl98 makanna myyy babyy hahahaa yes we were shaking dat booty meat hahaha  tutus bday was funn,0
462414,http://looklet.com/ Try it try it ,0
462433,good morneen! ,0
462473,I forgot about twitter...my escape ,0
462502,@honeywithsole LOL Donna. We're not spamming. Entering contests = FUN! ,0
462636,"@moltenlava1 @MJNuts Yes, indeed!  I figure, the more angst we have, the more love we have later ... so I say BRING IT ON! ",0
462789,ill Kidz win Toronto DJs of the Year!!! Yayyyyyyy Ricky!!!!!!!! Congrats ,0
462819,@lourdesdonis hahahaha you need TLC / Tender Love and Care ,0
462939,"let's go yankees!  almost summer, 2 more weeks!",0
462940,@mackmaine i got a midget friend &amp;&amp; her ass soft; will u break that off lmao ,0
463053,uhh? three more days left  oh hot damn,0
463093,"@sherryinbc Here in CA we call it a nice &quot;flip-side&quot;, sorry @IdolScott I couldn't behave as this Angel misplaced her halo long ago ",0
463148,@supermac18 get well soon!! ,0
463227,@virtue972 Bonjour!  Doing some reading!   How are you?  Do I need a passport to travel to Texas? ,0
463245,@ddlovato he should be honored u threw a lime at him ,0
463564,@zacharyquinto awesome pictures of you with the president. ,0
463593,@drpdavzgrl  hey lady..       ,0
463604,"@Wossy Hello from Oz, show was great, as the ozzies say 'you were on fire'. Have really missed your show, love the giggles you make ",0
463682,@Mixit Was thinking of you today and wanted to say 'hello' ,0
463745,only 3 MORE STUPID DAYS and schools over. cant wait! ,0
463824,"@SuperCori haha, me too...we're awesome. ",0
463858,@31B4 the Wii is the cheapest of the three. Hmmmmm...... ,0
463974,@lovemeavamp Have a good one  Nighty night!,0
464166,@dstormbaby92 i love you ,0
464209,@jinnah oh suh-weet!  I'll hold ya to it ;),0
464476,@itscrystallyn Yaaay! Me happy you likesss it  I think I'm gna blog about black bettys! Spanks for the photos princess &lt;3 Hopeschooliscool,0
464515,"StuDYING at my best friend jessicas house, while she's knocked out from the jack we drank earlier. Life is good for her ",0
464606,@shaunjumpnow happy birthday   x,0
464763,@unknownfilms Back in Missouri? It's a long drive back from GA! ,0
464788,"@WTFKatie the video's done  I can't get the link because youtube isn't working, but it's the newest one under youtube.com/sarahsaysfasho",0
464927,@jordanknight so another day of rehearsals just done huh... don't blame us for knowing! Chris told us haha  hope we hear from u soon!,0
464987,@AlissaDoan The truth hurts ,0
465020,@JoLynneValerie thanks gonna try one this weekend ,0
465188,"I am very, very sleepy.. And I am going to bed ",0
465324,funny how niggas default on contracts and payment ect....and at the end of the day.....i still got paid ,0
465385,@chxnguye haha yeah ! of course I watch Twilight ! haha. I love ALL the books haha. ! ,0
465398,@sambays speaking of juice there is cranberry in my fridge right now! ,0
465507,updated the MAC. cool new programs. ,0
465634,I'm at home ,0
465795,@tommcfly why don't you ask fans opinions on photos? that would be fun  haha,0
465990, im in such a good mood right now guys.,0
466007,Why aren the kardashians the most entertaining people on twitter along with the Disney girls ,0
466030,Listening to @joshfullermusic... it's awesome!!!   Link: www.dirtanddiesel.com. check um out!,0
466132,dear twitter i just updated my blog. You like? I do ,0
466266,@perezhilton http://twitpic.com/6fwgq - This level of cute is ridiculous! He looks so happy too! ,0
466335,@UndressJess I used to be the king of four square! I'd OWN you LOL ,0
466472,@Authentic973 you should dedicate it to me ,0
466528,"this day keeps getting better i got my tax refund, a free vacation, my paycheck, and a new couch....   ",0
466654,"@marykuti True  And btw, I'm thankful for you too! Late Nite is going to be incredible in the fall!",0
466683,"Oh, wait...I already am ",0
466698,@momagus Teehee too true!! ,0
466774,"ayo three 6 mafia, Keri Hilson, and GUCCI on a track?!?! I'm all ears for that one yall hurr up ",0
467065,"Man, I wish youtube would stop this site maintenance...I need to make my debut. ",0
467197,@QuelynnInc about to hit the sack  I'm good. How about yourself. Ping me tomorrow if you catch me in the stream. Goodnight zzzzzzzzzz,0
467316,"There, those are all the polls I know. Bookmark and Vote Charice ",0
467385,@jazzychad The guy's a little off balance from running across America ,0
467497,listening to fly with me  i lovee this songgg so muchhh its amazinggg!!! cant wait till june 16th &lt;3333,0
467549,@DavidArchie never knew &quot;Up's&quot; balloon salesman Carl Fredricksen is alredy 78-year-old! hahaha     ,0
467892,What do tupperwear and a walrus have in common??.......They both like a tight seal!!  ,0
468034,Hooray for new batteries! ,0
468064,@lemongeneration yay! ,0
468087,@julesb137 the office has a twitter... that is the best thing i've heard all day  come hang out.. now,0
468199,@JonathanRKnight the summer will never end! you'll b doing this 4 a while ,0
468309,"@JonathanRKnight no, i take that back. you just totally made my year. thank you! ",0
468313,@MonBon_afide OMG so awesome!  You guys will have to tell us all about it ,0
468634,"@nailbiter2  you'd have to change your baby anyway, right?  it's probably easier than you think!  #clothdiapers",0
468694,@JonathanRKnight EXACTLY!!! Let's live for the moment...I'm so excited this summer!! ,0
468876,@trocha_m umm what time. I just have to pick my little sis up at the hs at noon so let me know when's good for you ,0
468919,Watching the first Conan ,0
468971,@JonathanRKnight I'm just happy I get to be there. ,0
468988,Zumba rocked tonite with Melissa and Irma. Melissa-congrats! U made it thru Zumba class #2! ,0
468995,i have been at work on a new beat a night.. its been like this for at least 2 weeks.. i cannot stop people. i need help! album out soon.. ,0
469036,Apparently in the 32nd century people will be saying &quot;Hang in There Brother &quot;. ,0
469117,@djdimepiece  Ofcourse u do..but work comes 1st...and u gon miss the BIG announcement. ,0
469182,@phillyrussell the were a famous circus flying trapeze family the stuffed animal didnt have a trapeze we just launched his furry ass ,0
469272,@firecracker4 Your welcome by the way ,0
469317,late night conversations and cute boys on freeways make my summer nights  ,0
469400,@MrsDDoubleU and you know he will ,0
469526,@TheEllenShow hey does Portia eat vegemite for breakfast??? Wondering if she does ,0
469612,Looking forward to seeing Conan tonight instead of late night ,0
469623,had a good supper with the family tonight. ,0
469772,"@graceandmanners are u calling trent a liar. Haha. That's awesome, Toronto show.  what trouble have you been getting into, sir?",0
470022,@TheCrowns hey guys! just thinking of you today! that good you are back! ,0
470033,@Trialsinner pinky swear ,0
470036,"I think I'm going to bed soon. Nightnight, yall! ",0
470084,only a few more days until my &quot;the nanny&quot; box set arrives- i am so taking the week off work. hahaha ,0
470197,@karmamars Lol. So do I  thanks man!,0
470218,"@dnoxon Mine too!  Small world, eh?  ",0
470264,just finished lunch. ,0
470266,"wow, today was an interesting day. tommrow isnt going to be any better.im sore from lifting. yea so txt me im going to be moving all day! ",0
470403,"i have everything i need, but im missing something that i really want. ",0
470412,"summer 2009 day 1  new rules, new routine, new attitude!",0
470469,@CityGirl912 hahah! i loooove the black one! and ill love it even more when its signed by him in 46 days ,0
470637,@michaelflux wont get passed the king of revers engineering shots  lol,0
470655,sitting here trying to remember what i was gonna do ,0
470793,getting ready for great day st louis. tune at 10am on kmov!! we will be talking about getting great pictures on your wedding day. ,0
470906,July aint coming fast enough!! @loveashlay what u doin for ur bday? Its in 25 days! ,0
470920,"under 24 hours left to vote for @protagonize at #LPV7! if you haven't voted yet, please drop by and help us out   http://tr.im/n7QC",0
471002,hmmm sleep time! turtle shopping in 2 min ,0
471067,@larrysullivan yeah and you can replace it with vegan junk food if need be ,0
471113,Hmmmmmm armbar is on lockdown...... ,0
471139,"@TheXiaxue PS: It's only a theory based on my dog, Hazel! Since I haven't looked at Pumpkin's teeth I'm just assuming. ",0
471228,"The Chinese police registration currently reads &quot;THE SYSTEM IS DOWN, THE SYSTEM IS ON THE FRITZ&quot; when there is a malfunction ",0
471337,haaaaaaaaaaaaircut tomorrow ,0
471538,Woken up from two hours of fever dreams to find that my post is back and I have a phone message from an awesome girl ,0
471602,"@coachkiki otherwise, if you watched any of abc's homeland security, you saw one of them. ",0
471703,FRM:Nick Heunisch MSG: were talking about her dog  it's a turn on  Cat pussy yum!,0
471994,@LezZlie Hey some people make football teams your grandpa just wanted a full bar  CHEERS!!,0
472448,"... and after a very long flight arrived in San Francisco. However, had a good seat with lot of space for the legs ",0
472459,Woohoo! Beta launched today  off tomorrow then mini celebration wed!,0
472740,@KrisWilliams81 Amen to the stuff on their floor...!  ,0
472787,@missymiss1978 i was done after that...he rarely talks back to us lol so i felt speacial  its so meant to be lmao,0
472865,i SHOULD be asleep ,0
472917,http://www.flickr.com/photos/shaunae/3489042153/ bwaaahahaha someone called this a koala! xP tee hee. He looks happy though ,0
473127,@JenniferParot yay you have a twitter! ,0
473182,"@duckeyc yes, it is delicious ",0
473359,@ashleytisdalex  so are u being in HSM 4 i guess u are since ur head of drama lol da damn graduation in hsm 3 made me cry i was a wildcat ,0
473419,with my amazing boyfriend for the night..  -love you!!!-,0
473443,"@CruncyK Night, Kevin! Sweet Dreams! ",0
473457,@theBrandiCyrus Hey! do you know if Miley is gonna tour or thinking about touring Australia soon? hope she iss  &lt;3 xo's,0
473502,@kirstiealley Sweet dreams!  XOX  The Flying tooth fairy. ,0
473595,@JoelMadden  oh well ill try to stay up as long as i can just for you ,0
473627,2 from theory of a deadman up next! ,0
473648,@OatsyWilliams wow ha that was entertaining?  haha interesting.,0
474218,"I'm listening to Amputechture and am the most inspired I've been in a long, long time.  That, and now I want red hair... ;P",0
474290,@rawrgoesaimee yes ill be back ,0
474305,Watching the simpsons ,0
474333,oh yeah and morning campers ,0
474546,@bilalhouri LOOOL @Eresse just recommended the same ,0
474589,Lol... Yay Teo is followin me.   miss u hon. {{leg squeezes}} http://myloc.me/2lsr,0
474790,@SerpentinexBLK Robin IS my fancy. Mmmm. &lt;3 ,0
474803,@hewholovesher hope everything goes good ,0
474826,@MoBenessa Hey hey glad you appreciate ,0
474828,@NotoriousTIMP you should see Up ,0
474891,carrots and hummous mmmmmmm  http://tinyurl.com/rcynho,0
474917,"@DebbsElli @JoliciousJewels morning, lovely day here too ",0
474940,@isthebestname i'm sorry i didnt come 2 the movie!i watched wild child tho..its funny  xxx,0
475254,Yeah Scrubs ,0
475287,Curled up in bed bein' cozy ,0
475304,"@DanWhitley heck, I feel left out by the kitty ",0
475322,"wow, first time in a while i want to go back to sleep after a natural wake up ",0
475336,"@karinb_za no, luckily not it seems ",0
475404,@shiiilah Great t-shirt! ,0
475514,"@evilbride no its not real lol, temporary but i made it myself  lol",0
475576,about to go to sleep. ,0
475617,@ArfanChaudhry thanks ,0
475787,Had some great cookies now going to bed ,0
475823,@katalystkaryn don't feel bad I'm about 10yrs older than you. Life is still great! Be happy &amp; positive. ,0
475857,@Naxos I love the Foucault book. . .I read it as his vengeance book ,0
475864,@dougiemcfly ohh lovely  x hehe x count naked people hehe that's what you always tell me to do hehe x x x night night xxxxx,0
476327,@effyobie OMG THANK YOU NIKKI FOR VOTING FOR HIM! YOU'RE AWESOME ,0
476380,"@blak4ever hahaha, I know, right? He only lives a state away. Hahahahah. I wish. It's be amazing. ",0
476485, smiling.everyone should try it.,0
476522,is so relieved to have internet again ,0
476559,"http://twitpic.com/6gblh - This is my new desktop. @majornelson, you'll like it ",0
476620,is going to sleep for a while..  --trish.out.  **to OUR pillowcase: i want a hug** **musicians are sooo in.  **,0
476663,GoodNight All ,0
476749,just got home what a crazy day but im cool now cant wait til this weekend when i go visit my mom its gonna be soo much fun  &lt;33,0
476890,"When u wish upon a star, makes no difference who you are, anything you're heart desires will come to u ",0
477008,Up was such a sweet movie.  &quot;I was hiding under your porch because - I love you&quot; fav part ,0
477250,So ready to play. ,0
477489,@devanwillemburg ping San ? Really? Hakka? ,0
477532,"Needless to say, I have the empty gun in the pocket of my jeans now.   ",0
477544,Im having a shit ton of fun!  And Yay for meeting new friends/peeps. Lol.,0
477556,@pixielaine yup.... will nvr change ,0
477594,"@MAGGIECHICKEN haha. I like Miley ;) buuuuut each to their own, yesh? ",0
477718,@Bontz9 you totally got me with your LOVE SURVEY bulletin on myspace. why was i so intrigued to read?!?!?! GAH! DAMN  YOU!  mucho aloha ,0
477763,Rohit Bohra - My Best Friend and Bro alike is now a father!  ,0
477797,@squirrelyTONKS Ah. *Grins* What are it's clauses? ,0
477804,æŽ¨ (03:36:54 HKT) ä½ ä¸?æ‡‚æ?¨æ?¨åœ°è·Ÿä»–ã€€say NOã€€å—Žã€€å?ªæ‡‚é›¢æ£„æˆ‘: Jeep æˆ‘æ±‚ä½ 5å¥½å†?æ?žæˆ‘å€‹é ­  http://plurk.com/p/xti68,0
477817,Haha. Alright. ,0
477871,@samdiazzz i'm so happy too!  can't wait till august rolls around... can you say game OVER!? its going to be a sad time for his groupies!,0
478084,@RockIt_Man Don't you have some pornography to attend to? Oh and yes we can have anal sex....on The Sims 3 ,0
478263,Les longs week-ends font les petites semaines. ,0
478303,"@NZWaikato Yes, the poor thing. Obviously appeals to a certain demographic, I dont THINK I'm in that tho, am still making my mind up ",0
478361,IM SCANNING MY NEGATIVES ONTO THE COMPUTER  SOOOOO EXCITED!,0
478478,@michaelmeloni Thankyou for that update to my cranial soundtrack. Complete with dance moves ,0
478577,@brianjshoopman Thanks!  I'm in the same boat.  Trying to finish up a new collection--but then will probably start on a new book. ,0
478599,"@NatanGold i am from the south, but moved considerably souther before all that nonsense started, thank goodness. ",0
478654,I voted for you @KevinRudd I think you're awesome  too amazingly enough tho I hated the LIBS getting the stupid GST into Australia ,0
478660,"@SpiderxBear Friday sometime,lol. Wouldn't have a clue when we're getting there. ",0
478765,@KenaSiu Hey thanks!! ,0
478811,"@MaiaSpins lol no way mang, i have no idea what i'm doing ",0
478917,wwwwwwwwwwoooooooooo its sunny dayyyy! ,0
478934,knitting * watching across the universe ,0
478972,there is no kids in house. so going to watch mtv movie awards ,0
478975,@ahmedhosam ma3leesh rabena haykrdmak be 3ataba gdeda. At least u still have @kassem_fci with u ,0
479023,is wearing Pink! nail polish ,0
479042,love having guy friends that keep me in line... please don't ever leave me! haha ,0
479162,Morning all  lovely day in Leicester again only tainted slightly by the fact that i have to go to the dentist,0
479202,@Built4dTough ,0
479274,Another beautiful day ,0
479389,@Wiggs All your hard work paid off ,0
479590,"Business case for ISO27001? Our client has received confirmation that having become certified they'll not lose their Â£500,000 contract ",0
479624,Procastinated by doing up a new playlist for TCC. Now off to Nalina's for teh 18th birthday bash. 2Forever ,0
479701,working on simplifying a sales strategy and offering free trials of www.marketdefender.com interested in PPC? click and see! ,0
479790,day was pretty goood actually ,0
479867,I am gonna be pimping Tom's latest podcast show later on tonight as well - it's srsly fantastic stuff ,0
479937,"@PKGulati lol I'm gna be there too, that's why I was asking ",0
480104,@sidpiraya wheres the fun in that? ,0
480237,Good nite everyone sweet dreams ,0
480253,"@piginthepoke  lol I see, it's just that i have met 8 people in the last 2 years who were there, one of whom i live with!!! ",0
480317,200GB into a new 1TB drive...  ,0
480438,@fake_vyvyan I second that. ,0
480513,I LOVE TWITTER IM ADICTED TO TWITTER. ITS LIKE A DRUG ,0
480515,Watching the sound of music  happy place.,0
480538,haha i decided to reply to people on my blogs it's quicker.. my brain hurts  x,0
480684,More meetings about cycling and social websites ,0
480742,"@octavianis bear with me, im coming back soon... ",0
480833,@bigmadkev I forgot to give you a hug when I left yesterday.. I'm feeling bad because of this ,0
480940,@sahtaylor yeah it is i love the song tho  im sure you will like the movie and yeh jonas is soon i dnt hav foxtel so i watch it on youtube,0
481008,"@djklutch i thought u might wanna kno  born in Prishtina/Kosova raised there &amp; Italy, moved 2 Usa 4 good about 2 yrs ago ",0
481118,is enjoying a nice glass of red ,0
481137,"@DJLPQUEENS I guess it will be pretty cool music, brazilian flavor mixed with hip hop music..I like the idea! ",0
481333,@DJSMOOK I love that Andy is back too. I used to watching them back in the day. Remember the &quot;Stare Down&quot; ,0
481373,yay english exam is over ,0
481460,"@ManuelViloria Thanks! I'm a bit scared with DreamHost, overall they're fine but I don't want overall!  I'm heading out, have fun! ",0
481463,did I mention I'm drinking beer ,0
481474,@cookiemonster82 Only thing I can think of is #caretuesday  ... how lovely to get compliments ,0
481515,i swear i was perfectly normal till i met those losers i call my best mates. ,0
481611,@KidCarson_Van pls check out @officialcharice 's single Note to God on iTunes/Amazon &amp; play it on the Kid Carson Show on the Beat 94.5! ,0
481661,@cragchris @Sarxos @WWF_Climate @bullyinguk @AmandaSanter  Thank you for the #charitytuesday support ,0
481736,@hsivaram awesome  it was an amazing talk,0
482040,"@hkhalifa what i understand is that the #natal project is just an add-on, hopefully ",0
482133,is chilling at home with m&amp;ms ,0
482164,Just ate some French Toast! :&gt;  ),0
482165,@JackAllTimeLow @AlexAllTimeLow Have an AWESOME show tonight boys! Wish I cldve gone to watch u guys again! ,0
482186,"@marramgrass Personally, I prefer snow ",0
482194,@kathyireland Sure thing. I really like your connection to Thanksgiving. Excellent example! ,0
482276,Listening to some Runrig while work on some designs ,0
482344,@orangeflowers here very sunny to love it  gm ,0
482418,@PerryMarshall  I think your twitter pic looks much more trustworthy.,0
482421,It's raining!!! ,0
482425,@blwhan cool.. just lemme know when.. oh ... pls sms instead la.. i will arrange all this .. ,0
482500,@THEREALSWIZZZ Wow!!! how ur feel now?? there is so fine* ,0
482513,"@florianseroussi well you always write a lot at the start then edit it down! the more you do of this, the easier and better you become! ",0
483017,@saritaonline Strange but I kinda miss her too after seeing her in videos uploaded by you. Goodbye Selena...xoxo ,0
483066,@BTCare  i hope so i'm only getting  0.5 Mbs   ,0
483363,@AnneAAM yay! ,0
483564,Back to normal for us tomorrow. Procedure done so life returning to normality ,0
483606,@McFLYFan_Katie others* ,0
483890,Good Morning Folks! Today you can call me Nerdy Nerdason because I'm so super excited about SIMS 3 coming out! ,0
484054,"Going to chillax on the beach  sunshine, picnic and beer what a combination.",0
484139,@_Enigma__ I am looking forward to it  ,0
484245,@kateyes085 Ours is going to be small but it's destinationy. We're doing Vegas  Tibetan Throat Singing! &lt;3 Misha.,0
484340,Always great to help out a friend.  Gooooinnnggg to beeeeeeeed.,0
484377,"I am sitting near reception waiting for my inrerview. Twittering, waiting for a big boss ",0
484407,@fakejowhiley Is this a real account? Fake I'm confused ,0
484517,"you become a habbit, the more I consume the more I gotta have it ",0
484661,@expressivemsr my parents r more than happy !! it was just the rest of family wondering about me.my folks r too cool !! left it all on me ,0
484955,@TobiAndith No Problem ,0
485137,Happy Birthday @PCIGU ,0
485236,Good Morning everyone  no school today.,0
485268,@bing searching for i.e. HP NC7010 drivers download and no hp.com results on the first page? Thanx ,0
485323,@MistressB - We're up again now ,0
485338,"Dude, follow me - morning by the way  @Graciouskisay",0
485388,Time for orange juice.nice! Thanx God ,0
485408,@alilovescaity ahh i know gg will be soo good  (love how you twittereddd),0
485511,loves that it is light out at 5 am.  last bkfst before summer with science crew.  then off for more Nemo.  I'm gonna sing more today. ,0
485523,"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. ",0
